"Country","Source_S","Dest_S","IO_Coeff"
"SouthAfrica","Chemicals","Post",0.51418
"SouthAfrica","Plastic","Post",0.87533
"SouthAfrica","Minerals","Post",0.36506
"SouthAfrica","Basic metals","Post",0.25206
"SouthAfrica","Metal products","Post",0.77115
"SouthAfrica","Machinery n.e.c","Post",1.1808
"SouthAfrica","Office","Post",0.64705
"SouthAfrica","Electrical","Post",3.87588
"SouthAfrica","Communication","Post",6.1959
"SouthAfrica","Medical","Post",0.59446
"SouthAfrica","Auto","Post",0.66738
"SouthAfrica","Other Transport","Post",0.21267
"SouthAfrica","Other","Post",0.36129
"SouthAfrica","Electricity","Post",3.02983
"SouthAfrica","Construction","Post",5.32432
"SouthAfrica","Retail","Post",7.88115
"SouthAfrica","Hotels","Post",1.26661
"SouthAfrica","Land Transport","Post",4.43748
"SouthAfrica","Water Transport","Post",0.38159
"SouthAfrica","Air Transport","Post",1.77698
"SouthAfrica","Aux Transport","Post",1.17199
"SouthAfrica","Post","Post",18.85902
"SouthAfrica","Finance","Post",9.1563
"SouthAfrica","Real State","Post",4.30954
"SouthAfrica","Renting Mach","Post",1.41172
"SouthAfrica","Computer","Post",2.20273
"SouthAfrica","R&D","Post",1.15529
"SouthAfrica","Other Business","Post",8.7739
"SouthAfrica","Public","Post",0.89413
"SouthAfrica","Education","Post",0.75878
"SouthAfrica","Health","Post",0.20896
"SouthAfrica","Other services","Post",3.37109
"SouthAfrica","Private","Post",0.02565
"Spain","Agriculture","Post",0.05295
"Spain","Mining","Post",0.10355
"Spain","Food","Post",0.19268
"Spain","Textile","Post",0.50381
"Spain","Wood","Post",0.05288
"Spain","Paper","Post",3.29388
"Spain","Petroleum","Post",1.38948
"Spain","Chemicals","Post",0.86575
"Spain","Plastic","Post",0.25753
"Spain","Minerals","Post",3.89997
"Spain","Basic metals","Post",0.41329
"Spain","Metal products","Post",0.86059
"Spain","Machinery n.e.c","Post",1.59529
"Spain","Office","Post",0.52188
"Spain","Electrical","Post",1.8356
"Spain","Communication","Post",4.13634
"Spain","Medical","Post",0.15745
"Spain","Auto","Post",0.49694
"Spain","Other Transport","Post",0.51882
"Spain","Other","Post",0.30247
"Spain","Electricity","Post",4.67331
"Spain","Construction","Post",1.72281
"Spain","Retail","Post",4.79142
"Spain","Hotels","Post",1.29367
"Spain","Land Transport","Post",10.93
"Spain","Water Transport","Post",0.01593
"Spain","Air Transport","Post",2.41636
"Spain","Aux Transport","Post",1.95736
"Spain","Post","Post",12.86815
"Spain","Finance","Post",15.45861
"Spain","Real State","Post",4.15654
"Spain","Renting Mach","Post",0.02751
"Spain","Computer","Post",0.66025
"Spain","R&D","Post",1.34396
"Spain","Other Business","Post",11.39908
"Spain","Public","Post",2.21386
"Spain","Education","Post",0.43642
"Spain","Health","Post",0.6823
"Spain","Other services","Post",1.50127
"Spain","Private","Post",2.79e-05
"Sweden","Agriculture","Post",0.03007
"Sweden","Mining","Post",0.02312
"Sweden","Food","Post",0.13094
"Sweden","Textile","Post",0.48145
"Sweden","Wood","Post",0.03385
"Sweden","Paper","Post",10.97834
"Sweden","Petroleum","Post",0.48507
"Sweden","Chemicals","Post",0.65076
"Sweden","Plastic","Post",0.25289
"Sweden","Minerals","Post",0.04098
"Sweden","Basic metals","Post",0.26076
"Sweden","Metal products","Post",0.9648
"Sweden","Machinery n.e.c","Post",0.9242
"Sweden","Office","Post",0.41441
"Sweden","Electrical","Post",1.34301
"Sweden","Communication","Post",5.81032
"Sweden","Medical","Post",0.37829
"Sweden","Auto","Post",0.37862
"Sweden","Other Transport","Post",0.33568
"Sweden","Other","Post",0.2178
"Sweden","Electricity","Post",0.989
"Sweden","Construction","Post",6.91209
"Sweden","Retail","Post",5.8695
"Sweden","Hotels","Post",2.67447
"Sweden","Land Transport","Post",2.25836
"Sweden","Water Transport","Post",0.15449
"Sweden","Air Transport","Post",1.98378
"Sweden","Aux Transport","Post",1.80479
"Sweden","Post","Post",15.7701
"Sweden","Finance","Post",4.40306
"Sweden","Real State","Post",10.66385
"Sweden","Renting Mach","Post",1.09739
"Sweden","Computer","Post",4.75417
"Sweden","R&D","Post",1.26688
"Sweden","Other Business","Post",8.05931
"Sweden","Public","Post",1.80538
"Sweden","Education","Post",0.27523
"Sweden","Health","Post",0.46157
"Sweden","Other services","Post",4.66119
"Sweden","Private","Post",4.05e-05
"Turkey","Agriculture","Post",0.04137
"Turkey","Mining","Post",0.04722
"Turkey","Food","Post",0.13648
"Turkey","Textile","Post",0.26488
"Turkey","Wood","Post",0.04247
"Turkey","Paper","Post",1.38011
"Turkey","Petroleum","Post",3.21973
"Turkey","Chemicals","Post",0.46292
"Turkey","Plastic","Post",0.1286
"Turkey","Minerals","Post",0.056
"Turkey","Basic metals","Post",0.22217
"Turkey","Metal products","Post",0.22828
"Turkey","Machinery n.e.c","Post",0.35833
"Turkey","Office","Post",0.000398
"Turkey","Electrical","Post",14.31074
"Turkey","Communication","Post",36.28022
"Turkey","Medical","Post",0.18339
"Turkey","Auto","Post",1.07262
"Turkey","Other Transport","Post",0.00771
"Turkey","Other","Post",0.05865
"Turkey","Electricity","Post",0.93162
"Turkey","Construction","Post",0.14398
"Turkey","Retail","Post",12.93792
"Turkey","Hotels","Post",0.27316
"Turkey","Land Transport","Post",9.13076
"Turkey","Water Transport","Post",0.65465
"Turkey","Air Transport","Post",0.03356
"Turkey","Aux Transport","Post",0.13758
"Turkey","Post","Post",11.84767
"Turkey","Finance","Post",0.14866
"Turkey","Real State","Post",0.00307
"Turkey","Renting Mach","Post",3.38e-05
"Turkey","Computer","Post",0.00565
"Turkey","R&D","Post",0.02556
"Turkey","Other Business","Post",0.27376
"Turkey","Public","Post",0.02525
"Turkey","Education","Post",0.09082
"Turkey","Health","Post",0.01315
"Turkey","Other services","Post",4.82089
"Turkey","Private","Post",1.28e-08
"UK","Agriculture","Post",0.05188
"UK","Mining","Post",0.32641
"UK","Food","Post",1.2977
"UK","Textile","Post",0.29319
"UK","Wood","Post",0.14225
"UK","Paper","Post",2.0834
"UK","Petroleum","Post",0.76185
"UK","Chemicals","Post",0.55195
"UK","Plastic","Post",4.40956
"UK","Minerals","Post",0.39572
"UK","Basic metals","Post",0.39265
"UK","Metal products","Post",0.36782
"UK","Machinery n.e.c","Post",0.81103
"UK","Office","Post",0.38527
"UK","Electrical","Post",2.59962
"UK","Communication","Post",7.76354
"UK","Medical","Post",1.20589
"UK","Auto","Post",0.73298
"UK","Other Transport","Post",0.33972
"UK","Other","Post",0.36057
"UK","Electricity","Post",1.70688
"UK","Construction","Post",3.016
"UK","Retail","Post",8.72438
"UK","Hotels","Post",0.62049
"UK","Land Transport","Post",4.54076
"UK","Water Transport","Post",0.21744
"UK","Air Transport","Post",1.52788
"UK","Aux Transport","Post",2.53964
"UK","Post","Post",23.79676
"UK","Finance","Post",8.86342
"UK","Real State","Post",3.04213
"UK","Renting Mach","Post",0.2557
"UK","Computer","Post",4.19767
"UK","R&D","Post",0.39492
"UK","Other Business","Post",6.52659
"UK","Public","Post",0.12281
"UK","Education","Post",1.50559
"UK","Health","Post",0.62255
"UK","Other services","Post",2.50495
"UK","Private","Post",0.000453
"USA","Agriculture","Post",0.01571
"USA","Mining","Post",0.08184
"USA","Food","Post",0.2068
"USA","Textile","Post",2.17196
"USA","Wood","Post",0.19945
"USA","Paper","Post",2.94182
"USA","Petroleum","Post",0.35631
"USA","Chemicals","Post",0.27282
"USA","Plastic","Post",0.87739
"USA","Minerals","Post",0.33611
"USA","Basic metals","Post",0.12341
"USA","Metal products","Post",1.47329
"USA","Machinery n.e.c","Post",0.61899
"USA","Office","Post",0.48971
"USA","Electrical","Post",3.71098
"USA","Communication","Post",3.08675
"USA","Medical","Post",0.21621
"USA","Auto","Post",0.81268
"USA","Other Transport","Post",0.02545
"USA","Other","Post",0.15904
"USA","Electricity","Post",1.37378
"USA","Construction","Post",2.22658
"USA","Retail","Post",5.62967
"USA","Hotels","Post",1.34319
"USA","Land Transport","Post",0.96341
"USA","Water Transport","Post",0.08571
"USA","Air Transport","Post",1.0887
"USA","Aux Transport","Post",0.37664
"USA","Post","Post",28.31536
"USA","Finance","Post",4.09774
"USA","Real State","Post",2.77483
"USA","Renting Mach","Post",1.98791
"USA","Computer","Post",3.98556
"USA","R&D","Post",0.4705
"USA","Other Business","Post",16.31936
"USA","Public","Post",0.91076
"USA","Education","Post",0.11438
"USA","Health","Post",0.00172
"USA","Other services","Post",9.69846
"USA","Private","Post",0.05901
"Remaining World","Agriculture","Post",0.09749
"Remaining World","Mining","Post",0.16852
"Remaining World","Food","Post",0.47597
"Remaining World","Textile","Post",0.61842
"Remaining World","Wood","Post",0.14905
"Remaining World","Paper","Post",4.0549
"Remaining World","Petroleum","Post",1.52538
"Remaining World","Chemicals","Post",0.51418
"Remaining World","Plastic","Post",0.87533
"Remaining World","Minerals","Post",0.36506
"Remaining World","Basic metals","Post",0.25206
"Remaining World","Metal products","Post",0.77115
"Remaining World","Machinery n.e.c","Post",1.1808
"Remaining World","Office","Post",0.64705
"Remaining World","Electrical","Post",3.87588
"Remaining World","Communication","Post",6.1959
"Remaining World","Medical","Post",0.59446
"Remaining World","Auto","Post",0.66738
"Remaining World","Other Transport","Post",0.21267
"Remaining World","Other","Post",0.36129
"Remaining World","Electricity","Post",3.02983
"Remaining World","Construction","Post",5.32432
"Remaining World","Retail","Post",7.88115
"Remaining World","Hotels","Post",1.26661
"Remaining World","Land Transport","Post",4.43748
"Remaining World","Water Transport","Post",0.38159
"Remaining World","Air Transport","Post",1.77698
"Remaining World","Aux Transport","Post",1.17199
"Remaining World","Post","Post",18.85902
"Remaining World","Finance","Post",9.1563
"Remaining World","Real State","Post",4.30954
"Remaining World","Renting Mach","Post",1.41172
"Remaining World","Computer","Post",2.20273
"Remaining World","R&D","Post",1.15529
"Remaining World","Other Business","Post",8.7739
"Remaining World","Public","Post",0.89413
"Remaining World","Education","Post",0.75878
"Remaining World","Health","Post",0.20896
"Remaining World","Other services","Post",3.37109
"Remaining World","Private","Post",0.02565
"Argentina","Agriculture","Finance",0.07012
"Argentina","Mining","Finance",0.07808
"Argentina","Food","Finance",0.36969
"Argentina","Textile","Finance",0.30484
"Argentina","Wood","Finance",0.11907
"Argentina","Paper","Finance",4.97535
"Argentina","Petroleum","Finance",0.59324
"Argentina","Chemicals","Finance",0.37425
"Argentina","Plastic","Finance",0.20637
"Argentina","Minerals","Finance",0.12792
"Argentina","Basic metals","Finance",0.06685
"Argentina","Metal products","Finance",0.33751
"Argentina","Machinery n.e.c","Finance",0.41788
"Argentina","Office","Finance",0.66427
"Argentina","Electrical","Finance",0.34688
"Argentina","Communication","Finance",0.34929
"Argentina","Medical","Finance",0.14488
"Argentina","Auto","Finance",0.28481
"Argentina","Other Transport","Finance",0.08021
"Argentina","Other","Finance",0.44593
"Argentina","Electricity","Finance",1.82643
"Argentina","Construction","Finance",2.21233
"Argentina","Retail","Finance",3.42812
"Argentina","Hotels","Finance",2.39072
"Argentina","Land Transport","Finance",1.62424
"Argentina","Water Transport","Finance",0.08639
"Argentina","Air Transport","Finance",0.80355
"Argentina","Aux Transport","Finance",0.6576
"Argentina","Post","Finance",7.25982
"Argentina","Finance","Finance",37.21262
"Argentina","Real State","Finance",7.92292
"Argentina","Renting Mach","Finance",1.10849
"Argentina","Computer","Finance",3.60229
"Argentina","R&D","Finance",0.25605
"Argentina","Other Business","Finance",14.31168
"Argentina","Public","Finance",1.00626
"Argentina","Education","Finance",0.70318
"Argentina","Health","Finance",0.24407
"Argentina","Other services","Finance",2.96379
"Argentina","Private","Finance",0.02201
"Australia","Agriculture","Finance",0.09877
"Australia","Mining","Finance",0.05398
"Australia","Food","Finance",0.3747
"Australia","Textile","Finance",0.06831
"Australia","Wood","Finance",0.0016
"Australia","Paper","Finance",2.23335
"Australia","Petroleum","Finance",0.02079
"Australia","Chemicals","Finance",0.06546
"Australia","Plastic","Finance",0.04678
"Australia","Minerals","Finance",0.02703
"Australia","Basic metals","Finance",0.00301
"Australia","Metal products","Finance",0.07175
"Australia","Machinery n.e.c","Finance",0.07116
"Australia","Office","Finance",0.13229
"Australia","Electrical","Finance",0.15682
"Australia","Communication","Finance",0.00704
"Australia","Medical","Finance",0.16043
"Australia","Auto","Finance",0.03244
"Australia","Other Transport","Finance",0.02059
"Australia","Other","Finance",0.04401
"Australia","Electricity","Finance",0.71006
"Australia","Construction","Finance",0.17249
"Australia","Retail","Finance",4.66685
"Australia","Hotels","Finance",3.47247
"Australia","Land Transport","Finance",0.35158
"Australia","Water Transport","Finance",0.0076
"Australia","Air Transport","Finance",1.44598
"Australia","Aux Transport","Finance",1.80795
"Australia","Post","Finance",6.60835
"Australia","Finance","Finance",52.56545
"Australia","Real State","Finance",4.87765
"Australia","Renting Mach","Finance",0.91233
"Australia","Computer","Finance",3.88248
"Australia","R&D","Finance",0.346
"Australia","Other Business","Finance",10.6165
"Australia","Public","Finance",0.39707
"Australia","Education","Finance",1.58968
"Australia","Health","Finance",0.10147
"Australia","Other services","Finance",1.77732
"Australia","Private","Finance",0.000387
"Austria","Agriculture","Finance",0.15538
"Austria","Mining","Finance",0.05719
"Austria","Food","Finance",0.42886
"Austria","Textile","Finance",0.16839
"Austria","Wood","Finance",0.04032
"Austria","Paper","Finance",5.21803
"Austria","Petroleum","Finance",0.15717
"Austria","Chemicals","Finance",0.55232
"Austria","Plastic","Finance",0.62323
"Austria","Minerals","Finance",0.07367
"Austria","Basic metals","Finance",0.07609
"Austria","Metal products","Finance",0.46399
"Austria","Machinery n.e.c","Finance",0.33491
"Austria","Office","Finance",0.09847
"Austria","Electrical","Finance",1.23521
"Austria","Communication","Finance",0.35316
"Austria","Medical","Finance",0.03812
"Austria","Auto","Finance",0.11623
"Austria","Other Transport","Finance",0.00617
"Austria","Other","Finance",0.29112
"Austria","Electricity","Finance",1.62139
"Austria","Construction","Finance",3.70592
"Austria","Retail","Finance",3.84368
"Austria","Hotels","Finance",2.18625
"Austria","Land Transport","Finance",0.81098
"Austria","Water Transport","Finance",0.01276
"Austria","Air Transport","Finance",1.18558
"Austria","Aux Transport","Finance",0.2186
"Austria","Post","Finance",5.58039
"Austria","Finance","Finance",38.87751
"Austria","Real State","Finance",6.07356
"Austria","Renting Mach","Finance",4.13538
"Austria","Computer","Finance",4.10632
"Austria","R&D","Finance",0.53815
"Austria","Other Business","Finance",12.60157
"Austria","Public","Finance",0.67019
"Austria","Education","Finance",0.19512
"Austria","Health","Finance",0.10573
"Austria","Other services","Finance",3.04288
"Austria","Private","Finance",1.71e-05
"Brazil","Agriculture","Finance",0.00775
"Brazil","Mining","Finance",0.01432
"Brazil","Food","Finance",0.10055
"Brazil","Textile","Finance",0.53685
"Brazil","Wood","Finance",0.00694
"Brazil","Paper","Finance",6.01808
"Brazil","Petroleum","Finance",0.52274
"Brazil","Chemicals","Finance",0.26739
"Brazil","Plastic","Finance",0.08256
"Brazil","Minerals","Finance",0.00349
"Brazil","Basic metals","Finance",0.00163
"Brazil","Metal products","Finance",0.01404
"Brazil","Machinery n.e.c","Finance",0.04801
"Brazil","Office","Finance",0.000253
"Brazil","Electrical","Finance",0.00125
"Brazil","Communication","Finance",0.000672
"Brazil","Medical","Finance",0.37873
"Brazil","Auto","Finance",0.04187
"Brazil","Other Transport","Finance",0.01683
"Brazil","Other","Finance",2.28868
"Brazil","Electricity","Finance",1.44674
"Brazil","Construction","Finance",1.92145
"Brazil","Retail","Finance",3.88019
"Brazil","Hotels","Finance",1.04923
"Brazil","Land Transport","Finance",4.97269
"Brazil","Water Transport","Finance",0.42873
"Brazil","Air Transport","Finance",0.64384
"Brazil","Aux Transport","Finance",2.23685
"Brazil","Post","Finance",2.06465
"Brazil","Finance","Finance",46.93638
"Brazil","Real State","Finance",1.90778
"Brazil","Renting Mach","Finance",0.75353
"Brazil","Computer","Finance",3.20671
"Brazil","R&D","Finance",0.28578
"Brazil","Other Business","Finance",8.76863
"Brazil","Public","Finance",0.70663
"Brazil","Education","Finance",0.58158
"Brazil","Health","Finance",0.04548
"Brazil","Other services","Finance",7.81047
"Brazil","Private","Finance",3.4e-07
"Canada","Agriculture","Finance",0.02171
"Canada","Mining","Finance",0.20535
"Canada","Food","Finance",0.32338
"Canada","Textile","Finance",0.08632
"Canada","Wood","Finance",0.0543
"Canada","Paper","Finance",2.94011
"Canada","Petroleum","Finance",0.62352
"Canada","Chemicals","Finance",0.387
"Canada","Plastic","Finance",0.12324
"Canada","Minerals","Finance",0.03163
"Canada","Basic metals","Finance",0.04171
"Canada","Metal products","Finance",0.10011
"Canada","Machinery n.e.c","Finance",0.20111
"Canada","Office","Finance",0.00219
"Canada","Electrical","Finance",0.06082
"Canada","Communication","Finance",0.06462
"Canada","Medical","Finance",0.01239
"Canada","Auto","Finance",0.20008
"Canada","Other Transport","Finance",0.03012
"Canada","Other","Finance",0.08026
"Canada","Electricity","Finance",1.43071
"Canada","Construction","Finance",0.70129
"Canada","Retail","Finance",7.38921
"Canada","Hotels","Finance",0.62556
"Canada","Land Transport","Finance",0.46787
"Canada","Water Transport","Finance",0.00792
"Canada","Air Transport","Finance",0.02547
"Canada","Aux Transport","Finance",0.42756
"Canada","Post","Finance",8.7222
"Canada","Finance","Finance",22.8591
"Canada","Real State","Finance",17.20058
"Canada","Renting Mach","Finance",0.94755
"Canada","Computer","Finance",4.03236
"Canada","R&D","Finance",0.35936
"Canada","Other Business","Finance",11.02634
"Canada","Public","Finance",2.32171
"Canada","Education","Finance",0.40077
"Canada","Health","Finance",0.27482
"Canada","Other services","Finance",15.17385
"Canada","Private","Finance",0.01583
"Chile","Agriculture","Finance",0.07012
"Chile","Mining","Finance",0.07808
"Chile","Food","Finance",0.36969
"Chile","Textile","Finance",0.30484
"Chile","Wood","Finance",0.11907
"Chile","Paper","Finance",4.97535
"Chile","Petroleum","Finance",0.59324
"Chile","Chemicals","Finance",0.37425
"Chile","Plastic","Finance",0.20637
"Chile","Minerals","Finance",0.12792
"Chile","Basic metals","Finance",0.06685
"Chile","Metal products","Finance",0.33751
"Chile","Machinery n.e.c","Finance",0.41788
"Chile","Office","Finance",0.66427
"Chile","Electrical","Finance",0.34688
"Chile","Communication","Finance",0.34929
"Chile","Medical","Finance",0.14488
"Chile","Auto","Finance",0.28481
"Chile","Other Transport","Finance",0.08021
"Chile","Other","Finance",0.44593
"Chile","Electricity","Finance",1.82643
"Chile","Construction","Finance",2.21233
"Chile","Retail","Finance",3.42812
"Chile","Hotels","Finance",2.39072
"Chile","Land Transport","Finance",1.62424
"Chile","Water Transport","Finance",0.08639
"Chile","Air Transport","Finance",0.80355
"Chile","Aux Transport","Finance",0.6576
"Chile","Post","Finance",7.25982
"Chile","Finance","Finance",37.21262
"Chile","Real State","Finance",7.92292
"Chile","Renting Mach","Finance",1.10849
"Chile","Computer","Finance",3.60229
"Chile","R&D","Finance",0.25605
"Chile","Other Business","Finance",14.31168
"Chile","Public","Finance",1.00626
"Chile","Education","Finance",0.70318
"Chile","Health","Finance",0.24407
"Chile","Other services","Finance",2.96379
"Chile","Private","Finance",0.02201
"China","Agriculture","Finance",0.01297
"China","Mining","Finance",0.30752
"China","Food","Finance",0.18654
"China","Textile","Finance",0.7564
"China","Wood","Finance",0.35741
"China","Paper","Finance",4.69356
"China","Petroleum","Finance",0.80581
"China","Chemicals","Finance",0.76503
"China","Plastic","Finance",0.50037
"China","Minerals","Finance",1.64642
"China","Basic metals","Finance",0
"China","Metal products","Finance",1.57547
"China","Machinery n.e.c","Finance",2.56779
"China","Office","Finance",0.92215
"China","Electrical","Finance",2.32222
"China","Communication","Finance",0.34769
"China","Medical","Finance",1.76707
"China","Auto","Finance",0.75081
"China","Other Transport","Finance",0.49268
"China","Other","Finance",0.89718
"China","Electricity","Finance",1.61055
"China","Construction","Finance",2.39184
"China","Retail","Finance",4.05883
"China","Hotels","Finance",5.53681
"China","Land Transport","Finance",2.3403
"China","Water Transport","Finance",0.51787
"China","Air Transport","Finance",1.88262
"China","Aux Transport","Finance",0.41315
"China","Post","Finance",2.57021
"China","Finance","Finance",23.31279
"China","Real State","Finance",22.78124
"China","Renting Mach","Finance",0.49162
"China","Computer","Finance",2.0921
"China","R&D","Finance",0.18645
"China","Other Business","Finance",5.72077
"China","Public","Finance",0.01301
"China","Education","Finance",0.43108
"China","Health","Finance",0.04642
"China","Other services","Finance",1.92725
"China","Private","Finance",3.36e-05
"Denmark","Agriculture","Finance",0.09291
"Denmark","Mining","Finance",0.0735
"Denmark","Food","Finance",0.65647
"Denmark","Textile","Finance",0.04593
"Denmark","Wood","Finance",0.03248
"Denmark","Paper","Finance",4.3055
"Denmark","Petroleum","Finance",0.05545
"Denmark","Chemicals","Finance",0.36713
"Denmark","Plastic","Finance",0.13933
"Denmark","Minerals","Finance",0.02239
"Denmark","Basic metals","Finance",0.0424
"Denmark","Metal products","Finance",0.23289
"Denmark","Machinery n.e.c","Finance",1.21209
"Denmark","Office","Finance",0.07904
"Denmark","Electrical","Finance",0.18579
"Denmark","Communication","Finance",0.0948
"Denmark","Medical","Finance",0.06561
"Denmark","Auto","Finance",0.03612
"Denmark","Other Transport","Finance",0.02607
"Denmark","Other","Finance",0.05857
"Denmark","Electricity","Finance",1.01727
"Denmark","Construction","Finance",4.77049
"Denmark","Retail","Finance",3.81138
"Denmark","Hotels","Finance",1.39845
"Denmark","Land Transport","Finance",0.67115
"Denmark","Water Transport","Finance",0.0784
"Denmark","Air Transport","Finance",0.44803
"Denmark","Aux Transport","Finance",0.07645
"Denmark","Post","Finance",6.93923
"Denmark","Finance","Finance",42.89298
"Denmark","Real State","Finance",7.45099
"Denmark","Renting Mach","Finance",1.16378
"Denmark","Computer","Finance",3.46533
"Denmark","R&D","Finance",0.05128
"Denmark","Other Business","Finance",11.68484
"Denmark","Public","Finance",2.85306
"Denmark","Education","Finance",0.57296
"Denmark","Health","Finance",0.09699
"Denmark","Other services","Finance",2.73249
"Denmark","Private","Finance",9.64e-06
"Finland","Agriculture","Finance",0.03845
"Finland","Mining","Finance",0.05239
"Finland","Food","Finance",4.032
"Finland","Textile","Finance",0.67473
"Finland","Wood","Finance",0.42812
"Finland","Paper","Finance",6.59513
"Finland","Petroleum","Finance",1.64469
"Finland","Chemicals","Finance",0.46394
"Finland","Plastic","Finance",0.23249
"Finland","Minerals","Finance",0.44789
"Finland","Basic metals","Finance",0.30919
"Finland","Metal products","Finance",0.44152
"Finland","Machinery n.e.c","Finance",0.27227
"Finland","Office","Finance",5.7923
"Finland","Electrical","Finance",0.88005
"Finland","Communication","Finance",6.32257
"Finland","Medical","Finance",0.04305
"Finland","Auto","Finance",0.01793
"Finland","Other Transport","Finance",0.07685
"Finland","Other","Finance",1.26949
"Finland","Electricity","Finance",3.58055
"Finland","Construction","Finance",2.84092
"Finland","Retail","Finance",7.57891
"Finland","Hotels","Finance",2.69503
"Finland","Land Transport","Finance",2.89778
"Finland","Water Transport","Finance",0.22349
"Finland","Air Transport","Finance",0.72697
"Finland","Aux Transport","Finance",0.88833
"Finland","Post","Finance",7.50981
"Finland","Finance","Finance",22.39475
"Finland","Real State","Finance",7.17116
"Finland","Renting Mach","Finance",0.08597
"Finland","Computer","Finance",1.64528
"Finland","R&D","Finance",0.00756
"Finland","Other Business","Finance",2.88747
"Finland","Public","Finance",3.42072
"Finland","Education","Finance",0.71359
"Finland","Health","Finance",0.15838
"Finland","Other services","Finance",2.53825
"Finland","Private","Finance",1.43e-05
"France","Agriculture","Finance",0.00709
"France","Mining","Finance",0.00374
"France","Food","Finance",0.06164
"France","Textile","Finance",0.04751
"France","Wood","Finance",0.00164
"France","Paper","Finance",3.5039
"France","Petroleum","Finance",0.15649
"France","Chemicals","Finance",0.0752
"France","Plastic","Finance",0.08846
"France","Minerals","Finance",0.00207
"France","Basic metals","Finance",0.01426
"France","Metal products","Finance",0
"France","Machinery n.e.c","Finance",0.10971
"France","Office","Finance",0.27507
"France","Electrical","Finance",0.06925
"France","Communication","Finance",0
"France","Medical","Finance",0
"France","Auto","Finance",0.0151
"France","Other Transport","Finance",0.00225
"France","Other","Finance",0.15669
"France","Electricity","Finance",1.49477
"France","Construction","Finance",1.38891
"France","Retail","Finance",1.87113
"France","Hotels","Finance",0.97022
"France","Land Transport","Finance",0.37406
"France","Water Transport","Finance",0.00742
"France","Air Transport","Finance",0.72015
"France","Aux Transport","Finance",0.26812
"France","Post","Finance",8.1644
"France","Finance","Finance",38.06565
"France","Real State","Finance",6.18613
"France","Renting Mach","Finance",0
"France","Computer","Finance",6.01971
"France","R&D","Finance",0.18696
"France","Other Business","Finance",26.58042
"France","Public","Finance",2.73713
"France","Education","Finance",0.21625
"France","Health","Finance",0.02188
"France","Other services","Finance",0.13662
"France","Private","Finance",4.42e-06
"Germany","Agriculture","Finance",0.06424
"Germany","Mining","Finance",0.14812
"Germany","Food","Finance",0.07396
"Germany","Textile","Finance",0.05238
"Germany","Wood","Finance",0.09367
"Germany","Paper","Finance",1.48028
"Germany","Petroleum","Finance",0.10228
"Germany","Chemicals","Finance",0.19939
"Germany","Plastic","Finance",0.04905
"Germany","Minerals","Finance",0.06263
"Germany","Basic metals","Finance",0.08219
"Germany","Metal products","Finance",0.11292
"Germany","Machinery n.e.c","Finance",0.15207
"Germany","Office","Finance",0.27638
"Germany","Electrical","Finance",0.12174
"Germany","Communication","Finance",0.02663
"Germany","Medical","Finance",0.03406
"Germany","Auto","Finance",0.09289
"Germany","Other Transport","Finance",0.01943
"Germany","Other","Finance",0.05847
"Germany","Electricity","Finance",1.22529
"Germany","Construction","Finance",1.83223
"Germany","Retail","Finance",0.82625
"Germany","Hotels","Finance",0.77731
"Germany","Land Transport","Finance",0.30872
"Germany","Water Transport","Finance",0.00834
"Germany","Air Transport","Finance",0.47283
"Germany","Aux Transport","Finance",0.34314
"Germany","Post","Finance",3.78563
"Germany","Finance","Finance",48.13105
"Germany","Real State","Finance",7.78552
"Germany","Renting Mach","Finance",0.65613
"Germany","Computer","Finance",1.51832
"Germany","R&D","Finance",0.00251
"Germany","Other Business","Finance",27.05949
"Germany","Public","Finance",0.24582
"Germany","Education","Finance",0.11029
"Germany","Health","Finance",0.00704
"Germany","Other services","Finance",1.6013
"Germany","Private","Finance",1.23e-06
"Greece","Agriculture","Finance",0.000667
"Greece","Mining","Finance",0.02809
"Greece","Food","Finance",0.19689
"Greece","Textile","Finance",0.44749
"Greece","Wood","Finance",0.0461
"Greece","Paper","Finance",2.04635
"Greece","Petroleum","Finance",1.22297
"Greece","Chemicals","Finance",0.42384
"Greece","Plastic","Finance",0.05582
"Greece","Minerals","Finance",0.03504
"Greece","Basic metals","Finance",0.00372
"Greece","Metal products","Finance",0.05682
"Greece","Machinery n.e.c","Finance",0.03954
"Greece","Office","Finance",0.000104
"Greece","Electrical","Finance",0.05542
"Greece","Communication","Finance",0.01472
"Greece","Medical","Finance",0.03339
"Greece","Auto","Finance",0.01313
"Greece","Other Transport","Finance",0.000895
"Greece","Other","Finance",1.48183
"Greece","Electricity","Finance",3.16682
"Greece","Construction","Finance",3.48252
"Greece","Retail","Finance",2.81128
"Greece","Hotels","Finance",1.38982
"Greece","Land Transport","Finance",1.52605
"Greece","Water Transport","Finance",0.00145
"Greece","Air Transport","Finance",1.03671
"Greece","Aux Transport","Finance",0.29671
"Greece","Post","Finance",5.91667
"Greece","Finance","Finance",25.45427
"Greece","Real State","Finance",10.77516
"Greece","Renting Mach","Finance",3.63246
"Greece","Computer","Finance",2.33691
"Greece","R&D","Finance",0.02942
"Greece","Other Business","Finance",28.2977
"Greece","Public","Finance",0.31825
"Greece","Education","Finance",1.11557
"Greece","Health","Finance",0.94613
"Greece","Other services","Finance",1.26324
"Greece","Private","Finance",1.96e-05
